First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview Score
Heidi,Huff,xcoleman@example.com,Mexico,2021-06-23,13,Lead,JavaScript,7.8,6.7
Amanda,Morrow,gstephens@example.org,Mexico,2024-10-26,11,Mid,Data Engineering,8.8,9.6
Russell,Bennett,ellisreginald@example.org,USA,2024-12-19,9,Mid,Java,8.6,0.6
Jeffery,Hernandez,beth17@example.com,Ecuador,2022-09-05,5,Junior,JavaScript,5.2,5.6
Ricky,Mccoy,michael18@example.net,Mexico,2021-05-29,0,Junior,SQL,0.6,2.4
Louis,Walter,phillip40@example.com,Colombia,2023-05-10,7,Lead,Python,4.4,0.7
Jennifer,Morrison,george95@example.com,Mexico,2024-10-26,1,Mid,JavaScript,9.1,4.2
Austin,Garcia,brittanythompson@example.net,USA,2022-06-08,6,Lead,Data Engineering,4.8,1.7
Timothy,Hill,jenny27@example.com,Argentina,2022-09-06,3,Junior,C++,4.7,1.4
Luke,Carson,ojohnson@example.org,Mexico,2020-10-28,3,Mid,Python,6.6,9.0
Amber,Morales,longangelica@example.net,Mexico,2023-05-31,11,Lead,C++,1.7,1.9
Lee,Gross,adamclay@example.com,Ecuador,2020-09-27,10,Senior,C++,5.0,5.0
Adrian,Smith,ghickman@example.org,Mexico,2023-02-09,6,Senior,Python,6.2,4.6
Ashley,Humphrey,younglori@example.org,USA,2024-06-27,8,Lead,JavaScript,7.6,4.9
Brittany,Thomas,brownkrystal@example.org,Mexico,2021-12-27,7,Junior,C++,6.8,2.5
Jacqueline,Khan,gregory25@example.net,Ecuador,2023-10-01,4,Lead,C++,3.8,4.8
James,Walton,kevin04@example.org,Brazil,2022-01-04,15,Lead,Data Engineering,5.9,7.6
Cynthia,Sanders,cjones@example.net,Ecuador,2022-03-14,4,Senior,Python,4.7,1.5
Matthew,Lawrence,pmeyer@example.com,Mexico,2021-11-18,10,Mid,C++,2.0,3.8
Jason,Schmidt,jasonhill@example.org,Mexico,2021-08-29,3,Mid,C++,3.4,0.7
Bryan,Bell,brianbrock@example.org,Mexico,2024-07-06,7,Junior,Python,4.8,0.4
Diane,Johns,ynovak@example.org,Brazil,2023-10-10,9,Senior,SQL,8.1,1.2
Rachael,Gibson,haleydaniels@example.net,Mexico,2020-09-20,0,Mid,Data Engineering,0.0,6.8
Brandon,Bean,jacobsonjoel@example.org,Colombia,2020-08-31,15,Senior,C++,2.8,2.6
Gina,Moore,petersteresa@example.net,Argentina,2020-12-02,11,Senior,Python,3.9,3.4
Timothy,Lopez,taylor31@example.net,Mexico,2023-04-16,2,Senior,C++,4.2,9.8
Suzanne,Davis,murraylynn@example.com,Brazil,2021-12-26,6,Senior,Python,3.3,2.2
Alan,Austin,sandra52@example.com,Ecuador,2021-08-22,4,Lead,C++,7.8,4.7
Joanna,Clark,ajohnson@example.org,Mexico,2022-06-26,3,Junior,JavaScript,7.4,3.7
Kelly,Lewis,xwilliams@example.org,Argentina,2023-05-12,0,Junior,SQL,4.3,2.6
Joshua,Wilkins,sabrinareynolds@example.org,Colombia,2023-01-30,14,Junior,SQL,7.2,2.5
Bradley,Lopez,cynthia68@example.org,Colombia,2021-04-18,7,Senior,Java,4.9,0.0
Jeffrey,Thornton,fitzpatrickpeter@example.com,Argentina,2020-08-14,2,Mid,SQL,4.0,8.2
Connie,Flores,kimjeffery@example.com,Brazil,2024-05-09,10,Senior,C++,2.5,7.2
Jessica,Smith,bishopleah@example.net,Mexico,2022-02-09,3,Mid,C++,7.4,2.6
James,Archer,amoon@example.net,Mexico,2022-11-16,14,Lead,JavaScript,3.0,3.8
Glenn,Wright,christopher49@example.net,Brazil,2024-11-12,9,Lead,SQL,8.2,8.0
Stefanie,Braun,vmclaughlin@example.net,Argentina,2020-06-06,7,Mid,Java,7.9,8.6
Melissa,Jacobs,johnsonlinda@example.net,Ecuador,2021-07-05,3,Mid,Data Engineering,6.2,5.1
James,Hill,reneereynolds@example.org,Colombia,2020-07-18,12,Senior,SQL,6.9,1.5
Kendra,Moss,smithshelby@example.com,Mexico,2020-02-11,9,Mid,C++,6.7,8.5
Joseph,Hill,michaelsmith@example.net,Brazil,2021-04-06,3,Junior,JavaScript,7.0,8.5
Amanda,Williams,oblake@example.org,Mexico,2020-05-20,1,Mid,Data Engineering,6.1,2.6
Tracy,Cole,uthornton@example.com,Ecuador,2021-02-26,3,Senior,Data Engineering,3.9,6.5
Rodney,Cole,byrdmark@example.org,USA,2024-10-18,2,Junior,Data Engineering,2.0,1.2
Dustin,Gomez,ywilson@example.net,Mexico,2024-10-06,7,Senior,SQL,5.0,6.1
Erik,Joseph,mking@example.org,Ecuador,2020-12-24,1,Senior,C++,7.9,4.3
Tina,Poole,erika51@example.net,Ecuador,2020-08-08,2,Mid,Data Engineering,2.5,5.3
Stephanie,Cook,schneiderjack@example.com,Argentina,2023-01-21,8,Lead,Java,2.7,6.7
Thomas,Myers,taylorraymond@example.net,Mexico,2021-05-05,7,Lead,Java,7.5,2.9
Janet,Austin,bartlettdennis@example.org,USA,2023-12-22,10,Mid,Python,1.5,1.9
Curtis,Maddox,monique83@example.org,Ecuador,2020-10-11,15,Mid,Java,3.5,1.7
Jason,Carlson,amanda81@example.net,USA,2023-08-28,6,Mid,Python,8.0,9.3
Connie,Morton,michaelfitzgerald@example.net,Mexico,2022-06-19,14,Senior,JavaScript,6.4,6.5
Danielle,Evans,zsawyer@example.org,Brazil,2023-03-08,13,Lead,JavaScript,7.7,4.3
Dawn,Vargas,joy51@example.org,Ecuador,2024-11-20,1,Junior,SQL,8.0,9.9
Megan,Murphy,mcneilkelsey@example.net,USA,2020-08-09,6,Junior,SQL,5.6,6.1
Cassandra,Moss,martinjason@example.com,Argentina,2024-02-02,14,Senior,SQL,9.7,6.2
Kelly,Porter,keith83@example.org,Colombia,2024-08-10,2,Lead,Java,2.1,0.0
Melissa,Wright,courtneymassey@example.com,Mexico,2023-12-15,10,Mid,Python,7.8,5.6
Michael,Dixon,reedlydia@example.net,USA,2020-10-24,2,Junior,Python,0.9,6.8
Vincent,Young,ibond@example.com,USA,2021-01-18,13,Junior,JavaScript,1.7,6.8
Gary,Johnson,hardinryan@example.net,Argentina,2022-10-28,1,Senior,SQL,6.8,2.8
John,Johnson,julia66@example.org,USA,2022-02-23,9,Mid,SQL,3.5,5.5
Juan,Jackson,nicolestone@example.com,Mexico,2023-05-19,7,Senior,C++,4.5,7.2
Karen,Jones,james47@example.net,Brazil,2024-01-28,8,Junior,Data Engineering,2.6,4.4
Mary,Kemp,linda93@example.net,USA,2024-11-03,12,Mid,Python,6.9,3.5
Jennifer,Hernandez,bbowers@example.com,USA,2023-11-28,5,Mid,Java,8.2,9.5
Brent,Cross,riveralindsey@example.org,Ecuador,2021-10-03,4,Junior,JavaScript,0.4,1.6
Dale,Wong,wharris@example.net,Colombia,2023-09-05,15,Junior,Python,0.7,0.7
Joseph,Holland,grantjessica@example.net,USA,2021-09-08,2,Lead,C++,2.9,8.2
Derek,Bryant,jake41@example.com,USA,2022-10-10,11,Lead,Data Engineering,5.2,3.6
Lisa,Hill,toddsanchez@example.org,Colombia,2024-03-29,12,Mid,Java,5.9,0.0
Melinda,Martinez,lauraphillips@example.net,USA,2024-05-11,10,Senior,JavaScript,6.5,1.6
Kristi,Taylor,mcintoshanthony@example.net,Ecuador,2023-03-03,2,Junior,C++,4.5,8.3
Charles,Mitchell,jane30@example.org,Mexico,2022-10-15,5,Mid,C++,7.7,2.9
Christopher,Ramirez,hsmith@example.net,USA,2020-11-01,7,Lead,Data Engineering,4.2,3.5
Virginia,Wilson,ramosjared@example.net,Ecuador,2020-04-25,8,Mid,Java,7.0,4.6
Raymond,James,rhodesronald@example.net,Ecuador,2022-01-24,7,Senior,Data Engineering,6.9,5.9
Danielle,Turner,brojas@example.org,Brazil,2022-05-12,8,Junior,JavaScript,2.6,1.8
Alexandra,Boyd,lindamitchell@example.net,USA,2022-01-28,3,Mid,Data Engineering,9.6,6.1
Natalie,King,allenjeffrey@example.com,Mexico,2023-02-08,2,Lead,Java,7.1,8.0
Ronnie,Rodriguez,cbarron@example.com,Argentina,2021-09-14,2,Mid,C++,4.2,7.0
Lisa,Warren,ykim@example.com,USA,2023-10-17,10,Senior,JavaScript,7.7,4.2
Jacob,Page,gregoryjones@example.com,Colombia,2020-05-11,7,Mid,Python,9.6,3.0
Matthew,Reynolds,sarabeasley@example.com,Ecuador,2024-01-30,5,Mid,SQL,7.7,2.3
Alex,Cunningham,vhogan@example.org,Brazil,2021-12-18,0,Senior,SQL,8.5,7.5
Derrick,Evans,kennethhale@example.org,Mexico,2021-09-29,13,Senior,Data Engineering,5.5,5.6
Amber,Benson,wellsmary@example.net,Brazil,2021-11-13,9,Lead,JavaScript,1.7,7.4
Donald,Nelson,williamsamanda@example.org,Ecuador,2023-07-22,15,Senior,Data Engineering,4.2,6.9
Elizabeth,Hall,snash@example.com,USA,2020-05-09,13,Senior,C++,9.3,3.3
Marc,Jones,rhopkins@example.org,Ecuador,2021-01-17,14,Senior,Data Engineering,2.4,3.4
Denise,Mejia,carly48@example.net,Argentina,2022-02-01,12,Lead,Data Engineering,1.5,0.8
Daisy,Carter,xphillips@example.org,Mexico,2023-01-12,14,Lead,Data Engineering,4.0,4.7
Shane,Lee,sstone@example.org,Ecuador,2021-11-03,13,Lead,C++,2.2,0.5
Linda,Saunders,huntcarolyn@example.org,Brazil,2020-09-17,8,Junior,Java,5.6,3.0
Mary,Moore,davisrussell@example.org,Argentina,2024-07-17,11,Mid,Java,9.3,5.6
Victoria,Wilson,gordoncraig@example.org,Brazil,2020-07-16,15,Senior,SQL,7.9,2.4
Shirley,Glover,joshua45@example.net,Mexico,2024-10-26,12,Lead,SQL,1.3,5.9
Ashley,Castillo,butlerbrandi@example.com,Colombia,2021-08-12,10,Lead,Java,5.7,6.2
Mark,Carson,brooksamber@example.net,Colombia,2020-04-26,4,Mid,Python,7.4,0.2
Christine,Hernandez,washingtonkelsey@example.com,Brazil,2020-08-11,9,Lead,Python,4.4,7.2
James,Williams,sarahhendricks@example.org,Ecuador,2022-12-20,11,Mid,SQL,5.1,0.3
Lauren,Carlson,walterwhite@example.org,Colombia,2023-06-26,6,Mid,Data Engineering,6.5,4.0
Christine,Fuller,michael20@example.org,Brazil,2023-10-25,12,Lead,Data Engineering,6.9,1.4
Molly,Jordan,eduncan@example.com,Brazil,2022-03-21,7,Mid,JavaScript,2.3,7.0
Tyler,Arroyo,allenwilliam@example.net,Brazil,2024-11-07,8,Junior,Data Engineering,0.4,1.1
Lisa,Brown,wilcoxmichael@example.org,Colombia,2022-07-03,4,Junior,Data Engineering,5.4,2.4
Connie,Norton,kelly07@example.com,USA,2020-03-25,8,Senior,Java,4.0,6.8
Kathryn,Mcdowell,georgesmith@example.com,Ecuador,2024-04-11,15,Mid,JavaScript,1.3,0.3
Paul,Hernandez,sallymorgan@example.net,Ecuador,2020-07-07,12,Junior,Java,3.1,6.6
Mary,Mcfarland,twu@example.org,Argentina,2021-05-22,1,Junior,Python,5.8,4.0
Cory,Floyd,matthewlee@example.com,USA,2021-12-27,14,Junior,C++,1.0,9.1
Steven,Fernandez,christopher78@example.org,USA,2020-08-01,11,Junior,C++,2.6,5.7
Matthew,Adams,katie49@example.com,Argentina,2023-01-30,4,Mid,SQL,5.9,5.7
Valerie,Villegas,lewismelissa@example.com,Mexico,2024-12-01,7,Junior,C++,0.2,1.2
Michael,Livingston,ujones@example.org,USA,2021-01-24,1,Junior,SQL,6.1,5.5
Stephanie,Novak,gracetran@example.net,Mexico,2022-07-04,14,Mid,C++,9.1,7.2
Matthew,Bean,briansnyder@example.com,Argentina,2021-08-05,11,Senior,Data Engineering,7.7,9.8
Bill,Smith,richardsdonna@example.com,Brazil,2021-01-04,13,Senior,JavaScript,7.6,8.3
Mark,Zimmerman,rhondaburns@example.org,USA,2024-09-18,9,Mid,SQL,1.8,2.8
Elizabeth,Haley,gregory01@example.com,Mexico,2024-05-07,9,Lead,JavaScript,4.3,0.8
Heather,Hicks,erin61@example.com,Mexico,2020-10-10,4,Mid,SQL,0.2,0.4
Chelsea,Moore,julie67@example.com,Brazil,2022-10-22,2,Mid,SQL,9.3,7.9
Phillip,Stephens,kimberly68@example.net,Colombia,2023-03-03,6,Lead,JavaScript,3.4,4.6
Michael,Hays,lphillips@example.net,Colombia,2021-03-03,14,Senior,Java,0.3,5.3
Melissa,Long,patrick18@example.com,Mexico,2023-10-22,6,Senior,C++,3.6,2.2
Tamara,Gardner,cgarcia@example.net,Brazil,2021-07-28,3,Senior,Data Engineering,1.3,0.4
Taylor,Green,kklein@example.com,Brazil,2024-04-15,7,Junior,SQL,6.7,2.0
Susan,Smith,bakerdiane@example.org,Mexico,2020-06-04,10,Lead,Java,6.7,0.2
Lynn,Quinn,alisonhaynes@example.com,Ecuador,2020-07-18,1,Mid,Python,4.4,1.8
Tasha,Cunningham,marissamcdonald@example.net,Brazil,2023-09-04,0,Lead,Data Engineering,0.2,9.3
Sonia,Parker,smithdavid@example.com,Colombia,2020-02-03,7,Mid,Java,1.1,1.5
Anthony,Morgan,michael24@example.com,Argentina,2020-01-30,9,Mid,C++,4.2,2.1
Victoria,Hancock,dianabryan@example.org,Argentina,2021-02-24,11,Mid,Data Engineering,5.9,1.3
Craig,Johnson,tjenkins@example.org,Ecuador,2023-11-05,8,Lead,Java,1.8,3.4
Amanda,Robinson,robert17@example.com,Brazil,2020-09-24,2,Senior,Java,8.6,3.6
Michael,Anderson,bernardshannon@example.com,Mexico,2024-03-16,13,Lead,Python,0.7,6.3
Janet,Wilson,ntaylor@example.net,Argentina,2021-09-25,7,Lead,Java,2.3,8.3
Jeremy,Williams,elizabeth19@example.net,Argentina,2020-04-18,3,Mid,C++,7.5,9.4
Brittany,Kim,monique18@example.net,Ecuador,2022-07-29,9,Senior,JavaScript,2.8,0.5
Gerald,Obrien,quinnkevin@example.org,Argentina,2023-09-28,14,Lead,Java,4.4,2.4
Sean,Valdez,nathan82@example.com,Colombia,2021-06-01,5,Lead,JavaScript,2.5,3.0
Richard,Roberts,mark01@example.com,Colombia,2022-05-13,6,Senior,Data Engineering,7.6,0.8
Crystal,Norman,ashleymeza@example.com,Colombia,2024-08-06,10,Mid,Python,3.3,8.4
Ashley,Jones,james38@example.net,Argentina,2023-10-23,7,Mid,C++,0.3,0.7
Robert,Ramsey,steven97@example.org,USA,2022-10-28,14,Senior,Data Engineering,9.0,6.6
Olivia,Welch,qcline@example.org,Colombia,2021-10-03,9,Junior,Java,8.6,9.4
Caroline,Smith,dustin67@example.org,Ecuador,2020-07-17,14,Mid,Java,5.1,3.6
Tracy,Schmidt,speters@example.net,Argentina,2024-11-09,15,Senior,JavaScript,1.7,3.5
Kristina,Thornton,jeremyconrad@example.net,Argentina,2024-05-15,2,Junior,Python,2.0,8.6
Kelly,Jones,dennis70@example.net,Argentina,2021-02-22,14,Mid,SQL,6.9,8.1
Jonathan,Wilson,howardleah@example.org,USA,2021-10-23,7,Senior,JavaScript,8.5,7.3
Vanessa,Brooks,jonesdaniel@example.net,Brazil,2024-04-05,3,Senior,Data Engineering,6.5,4.8
Stanley,Rogers,brandonmoss@example.net,USA,2022-07-25,14,Mid,C++,1.4,8.3
Dorothy,Hamilton,david76@example.com,Brazil,2022-04-23,3,Junior,Java,9.1,4.3
Joseph,Johnson,doyletheodore@example.com,Colombia,2024-05-22,5,Mid,JavaScript,7.0,9.8
Anna,Williams,sharpabigail@example.net,Colombia,2021-11-15,4,Lead,Java,9.5,1.2
Meghan,Tran,xsullivan@example.net,Brazil,2021-12-27,11,Mid,Java,4.3,7.3
Lori,Cox,allison22@example.com,Mexico,2021-03-12,8,Lead,C++,9.9,1.9
Melinda,Phillips,wellsstacey@example.net,Colombia,2021-12-21,2,Senior,JavaScript,0.9,2.2
Laura,Guzman,marcusjohnson@example.net,Ecuador,2023-11-14,8,Junior,C++,6.2,1.5
Jeffery,Black,julie11@example.com,Colombia,2023-07-03,7,Junior,Java,7.4,9.9
Shawn,Glenn,emiller@example.net,Colombia,2021-04-01,13,Senior,Python,3.1,3.5
William,Castillo,kevincollier@example.com,Ecuador,2022-10-13,14,Senior,SQL,6.5,6.8
Michael,Rogers,coopergregory@example.com,Colombia,2020-08-22,13,Mid,Data Engineering,0.9,6.4
David,Sanchez,timothybaker@example.net,Brazil,2022-10-17,10,Senior,Data Engineering,2.8,6.2
Nicole,Olson,michaeltaylor@example.org,USA,2023-07-30,13,Mid,C++,8.2,1.9
Emily,Wilson,audrey07@example.org,Colombia,2024-07-17,13,Junior,JavaScript,7.7,7.8
Noah,Curtis,hawkinssamuel@example.net,Argentina,2020-10-16,12,Mid,SQL,9.8,7.6
Christopher,Dudley,johnsonkenneth@example.com,Colombia,2023-03-10,11,Junior,SQL,7.6,0.1
Carlos,Gregory,danielfernandez@example.net,Mexico,2024-12-25,8,Lead,C++,2.9,6.0
Michelle,Wilkinson,kevin12@example.net,Mexico,2023-02-15,12,Junior,Data Engineering,7.0,6.9
Mark,Valencia,thompsonsteven@example.org,Brazil,2024-11-19,3,Mid,SQL,9.0,2.8
Robert,Smith,johnsonsamantha@example.com,Brazil,2022-09-09,5,Lead,SQL,9.5,9.2
Katie,Davis,ksmith@example.net,USA,2024-03-07,1,Mid,JavaScript,7.9,7.1
Kenneth,Rodriguez,kimberly14@example.com,Brazil,2024-07-21,11,Junior,Java,0.2,2.8
Sara,Hart,knappsteve@example.com,Ecuador,2024-07-12,10,Junior,C++,2.0,2.4
Michael,Vargas,courtneymcdonald@example.org,Colombia,2021-07-01,0,Senior,C++,8.6,0.4
Ethan,Howard,colin97@example.com,USA,2023-03-06,9,Senior,C++,1.8,3.8
James,Wood,jilloliver@example.org,Argentina,2024-04-18,7,Mid,Python,0.2,4.3
Steven,Becker,morristravis@example.com,USA,2021-08-04,9,Junior,SQL,2.1,6.1
Jennifer,Delgado,nfowler@example.net,Mexico,2021-04-26,13,Senior,SQL,8.1,7.5
Corey,Mann,fli@example.com,Colombia,2024-06-16,5,Senior,Data Engineering,5.5,3.6
Ashley,Collins,justinparker@example.org,Brazil,2023-01-17,11,Junior,JavaScript,3.8,9.0
Sarah,Williams,edwardsjoseph@example.net,Colombia,2024-12-21,7,Junior,JavaScript,6.1,1.2
Wesley,Price,norrisjohn@example.org,Argentina,2022-07-06,9,Senior,C++,4.2,4.7
Theodore,Murphy,danielgardner@example.net,Brazil,2023-10-19,2,Junior,Python,6.1,8.3
David,Adams,duncanadam@example.com,Colombia,2020-07-28,15,Junior,SQL,1.7,1.1
Laurie,Marshall,matthewbishop@example.org,Mexico,2020-01-17,1,Mid,Java,9.9,2.6
William,Perez,roberthoffman@example.net,Colombia,2023-06-19,12,Senior,Python,0.8,3.6
Taylor,Michael,russellpaul@example.com,Mexico,2022-05-05,9,Mid,Java,9.4,0.8
Thomas,Johnson,johnmartinez@example.com,Argentina,2020-07-23,14,Mid,Java,2.3,6.3
James,Hill,hthomas@example.org,Ecuador,2024-03-16,6,Junior,Java,3.3,7.8
Amy,Ayala,spierce@example.com,Colombia,2020-10-27,2,Mid,SQL,0.5,2.0
Benjamin,Morris,scott32@example.org,Mexico,2022-07-20,2,Lead,C++,6.7,8.8
Lauren,Williams,kelseypeters@example.com,Colombia,2020-05-16,15,Senior,JavaScript,0.8,5.5
Ashley,Wilson,michael13@example.net,Ecuador,2021-08-03,9,Senior,Python,6.8,0.6
Sydney,Rodriguez,brian56@example.net,Mexico,2020-06-01,12,Junior,C++,9.7,4.1
Bruce,Burgess,stephen75@example.com,Colombia,2021-07-23,0,Senior,Data Engineering,7.4,1.0
Jonathan,Sutton,griffinpatricia@example.org,Brazil,2024-02-18,2,Mid,Java,2.2,7.6
Stephanie,Russell,lacey97@example.org,Brazil,2020-05-03,15,Senior,Data Engineering,6.1,0.5
Mark,Hughes,nhernandez@example.net,Colombia,2022-05-24,5,Junior,Python,7.1,6.3
James,Young,kennedydiane@example.net,Argentina,2021-04-17,10,Junior,SQL,0.7,9.6
Ashley,Patterson,williamsmichael@example.net,Mexico,2020-08-16,11,Junior,C++,3.0,1.7
Jeffrey,Mosley,russelltiffany@example.org,USA,2022-08-23,14,Mid,Data Engineering,6.5,4.3
Jennifer,Ortiz,ttravis@example.net,Brazil,2023-08-04,3,Lead,JavaScript,4.6,9.3
Brian,Weiss,hannah74@example.com,Colombia,2021-05-13,7,Senior,JavaScript,9.0,5.0
Sharon,Roberts,hadams@example.org,USA,2023-01-06,12,Mid,C++,9.8,8.4
Craig,Perez,jesse62@example.net,Argentina,2020-10-19,11,Junior,SQL,1.9,0.3
Andrew,Thornton,mnelson@example.net,Ecuador,2022-08-08,1,Senior,SQL,7.1,7.2
Robert,Werner,sarah49@example.org,Mexico,2022-09-19,10,Mid,C++,6.3,8.2
Jessica,Robinson,sharon63@example.net,Colombia,2023-08-23,9,Senior,JavaScript,1.9,0.4
Rachael,Johnson,wsingleton@example.org,Colombia,2024-11-19,7,Mid,Data Engineering,4.0,7.2
Brenda,Pollard,rodriguezmaria@example.org,Colombia,2024-03-15,11,Lead,C++,4.7,3.7
Sharon,Watson,laura84@example.net,Mexico,2021-04-06,6,Mid,Python,9.5,4.6
Scott,Nelson,jasonreyes@example.net,USA,2020-09-12,10,Senior,Data Engineering,9.3,6.4
Kayla,Short,sherrylopez@example.com,Argentina,2023-11-25,2,Lead,SQL,4.9,1.3
Paige,Nicholson,jonesstacie@example.com,Argentina,2023-09-15,12,Lead,SQL,5.8,5.7
Crystal,Fox,fharrell@example.com,Argentina,2022-12-14,15,Lead,Python,5.6,4.1
Steven,Moore,zacharybrown@example.com,Brazil,2022-10-15,13,Junior,C++,1.2,1.9
Shannon,Jones,david66@example.org,Ecuador,2022-10-23,5,Junior,JavaScript,8.0,2.1
Malik,Guerrero,gordonbrown@example.com,USA,2024-01-29,9,Senior,JavaScript,4.5,1.0
Benjamin,Carlson,matthewcarter@example.net,Colombia,2023-08-18,12,Junior,Python,4.7,2.8
Jocelyn,Young,davidmack@example.org,Ecuador,2021-12-20,12,Lead,SQL,4.5,9.8
Kevin,Santos,roachjohn@example.net,Ecuador,2024-06-21,10,Lead,SQL,1.3,0.9
Mark,Wilcox,stevenmorgan@example.org,Colombia,2024-02-29,3,Senior,JavaScript,9.7,0.6
Thomas,Terry,cody14@example.org,Brazil,2020-03-10,12,Mid,SQL,9.6,5.3
Diane,Trujillo,wjones@example.org,Colombia,2024-01-12,10,Mid,Python,4.9,9.5
Benjamin,Floyd,paceemily@example.com,Mexico,2024-02-17,5,Lead,SQL,9.7,9.8
Stephen,West,winterstimothy@example.com,Brazil,2023-11-15,8,Mid,C++,4.9,8.4
Karen,Harper,susan53@example.org,Argentina,2023-03-05,9,Lead,JavaScript,3.6,8.2
Jerry,Hansen,umunoz@example.com,Colombia,2023-05-15,8,Junior,Python,2.1,1.4
Steven,Murphy,daniel29@example.org,USA,2022-07-12,7,Junior,JavaScript,7.7,4.2
Nicole,Jones,shermanwilliam@example.org,Ecuador,2023-11-04,11,Lead,Data Engineering,0.3,2.6
Jonathan,Brown,dgarner@example.com,Colombia,2022-07-12,15,Senior,Data Engineering,7.3,6.5
Calvin,Mitchell,glarson@example.com,Ecuador,2022-11-18,8,Mid,Python,7.7,5.2
Marcus,Flores,uperez@example.org,Brazil,2024-05-31,1,Mid,JavaScript,7.6,7.0
Melanie,Mcconnell,kelly49@example.org,Mexico,2024-06-29,9,Junior,C++,8.5,0.4
John,White,pchang@example.com,Brazil,2022-07-13,15,Lead,SQL,7.1,6.0
Christie,Lewis,meyerstimothy@example.net,Argentina,2023-09-27,7,Lead,JavaScript,7.4,7.1
Nicole,Blackburn,sloanwilliam@example.org,Brazil,2024-09-29,1,Lead,Java,3.8,1.2
Alec,Davis,ekidd@example.net,Argentina,2024-06-06,12,Mid,Data Engineering,0.8,6.6
Brian,Sosa,steven34@example.org,Mexico,2021-06-13,12,Lead,JavaScript,3.3,8.6
Rodney,Lynn,patricia82@example.com,Ecuador,2022-04-22,14,Junior,Python,3.2,6.2
Christopher,Rose,anneperkins@example.com,Brazil,2024-09-26,12,Senior,JavaScript,7.5,3.7
Vincent,Adams,ashley90@example.org,Mexico,2023-02-21,7,Senior,Python,1.8,4.5
Matthew,Jackson,yhess@example.net,Colombia,2024-01-06,4,Junior,SQL,0.8,7.4
Emily,Hamilton,martinallen@example.net,Mexico,2021-03-31,15,Senior,C++,7.1,1.4
Michelle,Shaw,oalvarado@example.org,USA,2021-03-28,8,Junior,Python,4.0,8.5
Daniel,Reed,carlos28@example.net,Brazil,2020-01-05,14,Lead,Java,7.0,3.6
Loretta,Warner,hwilliams@example.org,USA,2024-01-01,11,Mid,Python,6.4,9.6
Erin,Smith,omays@example.com,Mexico,2021-06-15,5,Junior,JavaScript,7.0,0.2
Sara,Schultz,berryjoseph@example.net,Mexico,2024-10-18,5,Senior,Data Engineering,8.2,7.2
Alexandra,Mathis,munozmichelle@example.net,Brazil,2021-05-16,15,Mid,Data Engineering,4.9,1.4
Sandra,Manning,freemangeorge@example.com,Mexico,2021-12-01,13,Mid,Python,9.0,6.9
Ryan,Collins,whitejames@example.com,Ecuador,2024-10-11,11,Lead,SQL,2.9,0.8
Beth,Rogers,jjohnson@example.net,Mexico,2021-08-28,12,Senior,Java,7.9,8.7
Mark,Webb,smithsierra@example.org,Mexico,2021-01-02,0,Lead,Java,2.9,9.4
Kathy,Kane,rickyhernandez@example.org,Ecuador,2024-12-13,12,Mid,SQL,7.0,1.2
David,Ramirez,rhonda08@example.org,Argentina,2022-06-21,15,Mid,Python,5.3,2.2
Michelle,Gutierrez,edwinmarks@example.com,Colombia,2021-02-04,7,Lead,C++,5.3,0.7
Tamara,Walker,zgonzalez@example.org,Argentina,2023-05-30,15,Senior,Data Engineering,6.0,9.1
Daniel,Lopez,cathy52@example.com,Mexico,2020-09-23,12,Lead,C++,3.3,5.4
Daniel,Wagner,johnny56@example.org,USA,2020-07-07,5,Lead,Python,8.3,9.8
Joyce,Garcia,melaniejames@example.net,Ecuador,2024-05-06,3,Mid,Data Engineering,0.4,6.4
Steven,Jennings,harrisgregory@example.net,USA,2024-10-01,11,Mid,Java,3.2,6.7
Hannah,Sanders,mitchelldonna@example.net,Ecuador,2024-11-11,5,Lead,C++,3.7,0.9
Christopher,Mercado,myersnathan@example.org,USA,2024-06-11,13,Junior,Data Engineering,5.8,5.7
Megan,Shannon,victoriabutler@example.net,Mexico,2020-05-19,1,Junior,Java,4.0,5.1
Christopher,Johnson,harveytimothy@example.net,USA,2024-08-22,5,Senior,JavaScript,8.4,1.3
Michael,Davis,yduffy@example.com,Colombia,2021-05-12,1,Lead,JavaScript,0.9,4.5
Pamela,Black,jmccall@example.org,USA,2023-04-26,13,Lead,Data Engineering,6.4,9.8
Samantha,Patterson,boydstephen@example.com,USA,2022-12-02,12,Mid,Java,4.0,8.5
David,Lowe,apierce@example.org,Mexico,2023-11-22,15,Senior,Python,6.2,7.3
Leonard,Evans,rhondadelgado@example.com,Colombia,2022-07-18,5,Senior,JavaScript,1.1,5.1
Joshua,Munoz,qscott@example.com,Mexico,2021-07-10,9,Junior,Python,9.4,5.7
David,Wilkinson,allisonmills@example.com,Brazil,2021-08-03,2,Mid,JavaScript,2.5,8.6
Nancy,Berry,milleredward@example.org,Ecuador,2021-01-11,11,Mid,SQL,1.8,9.6
Heather,Bailey,kimallen@example.com,Brazil,2022-08-11,4,Mid,Java,7.5,3.3
John,Kidd,jamesrobles@example.net,Ecuador,2024-10-01,6,Mid,Python,2.3,5.7
Christopher,Nielsen,sue78@example.org,USA,2023-02-02,10,Lead,Java,8.2,3.3
Amber,Jefferson,donald24@example.net,USA,2023-10-20,14,Senior,C++,3.9,3.7
